ID	Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B
Q14106	TOB2	0.267390516	3.25185616	2.171139634	0.068975555	0.980500362	-3.859619905
Q9BPX6-3	MICU1	0.141981466	3.319101191	2.804271725	0.028114172	0.978130536	-3.865447189
Q2VPK5-1	CTU2	-0.128401178	3.353904511	-2.540618898	0.040691976	0.980500362	-3.87525153
Q2TAA2	IAH1	0.227379865	3.397593469	2.212877566	0.064960423	0.980500362	-3.876619337
P35232	PHB	0.125030164	3.321598228	2.897515354	0.024713147	0.969021516	-3.880712959
Q6EEV4-1	POLR2M	-0.446673732	3.253392332	-2.224681854	0.063868562	0.980500362	-3.882858026
P43007-1	SLC1A4	0.200889128	3.251575091	2.562228087	0.039467092	0.980500362	-3.884687089
Q66GS9-1	CEP135	-0.058814313	3.331463242	-2.972584266	0.022293664	0.969021516	-3.887187916
O43716	GATC	-0.252991738	3.310351082	-2.349454639	0.053412198	0.980500362	-3.890039754
Q9NWW6-1	NMRK1	0.427656255	3.256788352	2.135006811	0.072654261	0.980500362	-3.895773204
Q12974	PTP4A2	0.239486627	3.37639351	2.221718818	0.064140865	0.980500362	-3.895851897
P14550	AKR1A1	0.120957623	3.374424258	2.674218766	0.033709249	0.980500362	-3.897658769
Q86TN4-4	TRPT1	0.150318334	3.343885484	2.285170796	0.058560226	0.980500362	-3.909354576
P18084	ITGB5	0.195144443	3.295559542	2.659918913	0.034392522	0.980500362	-3.913482355
Q8TEX9-2	IPO4	-0.099101853	3.342474862	-2.804217267	0.028116298	0.978130536	-3.917404596
Q9H6X4-1	TMEM134	0.231178261	3.251539546	2.196621623	0.06649521	0.980500362	-3.917552507
Q9NT62	ATG3	-0.088498926	3.334936627	-2.699477159	0.032537035	0.980500362	-3.922191379
O60281-1	ZNF292	0.159846621	3.316167007	2.283705343	0.058683345	0.980500362	-3.927371859
P00747	PLG	-0.301239951	3.25663772	-2.105041928	0.075854969	0.980500362	-3.928715954
O96020	CCNE2	-0.147686324	3.321344582	-2.221764823	0.064136628	0.980500362	-3.929843762
O95140	MFN2	0.064659694	3.295371217	2.789822619	0.02868418	0.978130536	-3.929949862
Q8TCN5	ZNF507	-0.075410101	3.337720799	-2.682164205	0.033335788	0.980500362	-3.935778608
Q9Y287	ITM2B	0.162000462	3.335634115	2.399274919	0.049744238	0.980500362	-3.938432959
Q9UJX5-3	ANAPC4	-0.073909846	3.314369908	-2.661124424	0.034334362	0.980500362	-3.939147534
P48960-1	CD97	0.098373953	3.288941759	2.712517844	0.031948718	0.980500362	-3.944498997
Q12824-1	SMARCB1	0.077272236	3.307519556	2.681219287	0.033379973	0.980500362	-3.946833721
P17275	JUNB	-0.199941944	3.289030354	-2.113939074	0.074890053	0.980500362	-3.958218815
P01033	TIMP1	0.176719212	3.330942358	2.392869521	0.050200884	0.980500362	-3.964913998
Q13443	ADAM9	0.148925201	3.267964575	2.858153671	0.026092252	0.969021516	-3.965089334
P08962	CD63	0.244075746	3.359913975	2.068207629	0.079984648	0.980500362	-3.965990966
Q96GA3	LTV1	-0.0942191	3.321177054	-2.732822905	0.031054909	0.980500362	-3.96679178
Q99622	C12orf57	0.161320909	3.319582872	2.245916907	0.061951227	0.980500362	-3.971836418
Q9BV19	C1orf50	-0.116363452	3.353584902	-2.374127509	0.051562043	0.980500362	-3.971967087
P39019	RPS19	-0.070319885	3.297816546	-2.970960871	0.022343225	0.969021516	-3.97251541
P18074-1	ERCC2	-0.069473623	3.315402924	-2.773057706	0.029360921	0.980500362	-3.974560212
P04066	FUCA1	0.103009819	3.32265742	2.459481874	0.04565644	0.980500362	-3.975871276
Q9NTZ6	RBM12	-0.094270989	3.340699658	-3.101957823	0.018698524	0.938826488	-3.977449639
P62166	NCS1	0.187807911	3.367011633	2.416651444	0.04852695	0.980500362	-3.980814441
P53634-1	CTSC	0.172577836	3.347400584	2.693625697	0.032804719	0.980500362	-3.98809423
O60779	SLC19A2	0.185816938	3.284196772	2.270449341	0.059809144	0.980500362	-3.992587037
Q9H9T3	ELP3	-0.078488448	3.349962454	-2.775484541	0.029261921	0.980500362	-3.99645824
Q14587-6	ZNF268	0.521349053	3.282339141	2.263521913	0.060406239	0.980500362	-3.99707143
Q9UHK6-5	AMACR	0.134146022	3.344997255	2.210375229	0.065194311	0.980500362	-3.997080084
P61812-2	TGFB2	0.199564336	3.299780486	2.221652454	0.064146977	0.980500362	-3.997416013
Q14147	DHX34	-0.092806047	3.339240771	-2.698679739	0.032573378	0.980500362	-3.998200814
Q9Y4D8-1	HECTD4	-0.092525607	3.341385107	-2.795026538	0.028477491	0.978130536	-3.99847314
Q8NI36	WDR36	-0.07276884	3.297398679	-2.86943676	0.02568875	0.969021516	-3.999285474
O75787	ATP6AP2	0.142280675	3.274817278	2.329781195	0.054936366	0.980500362	-4.000686345
Q9Y478	PRKAB1	0.087174307	3.343307068	2.602901264	0.037265024	0.980500362	-4.00347458
Q9UG63-2	ABCF2	-0.076512337	3.327798556	-3.001223447	0.0214384	0.969021516	-4.004814569
Q9NX55-2	HYPK	-0.136703778	3.330815348	-2.180574481	0.068046431	0.980500362	-4.005614777
Q8WV24	PHLDA1	-0.116858875	3.32767631	-2.449824668	0.046287921	0.980500362	-4.008248247
P62834	RAP1A	0.180122104	3.318582539	2.160431599	0.070045651	0.980500362	-4.008859456
O43474	KLF4	-0.211418857	3.30574857	-2.113785898	0.07490656	0.980500362	-4.013550648
Q969U7	PSMG2	-0.084965303	3.334536224	-2.581128371	0.038427353	0.980500362	-4.014785031
P17676	CEBPB	-0.157796551	3.295333773	-2.375586491	0.051454729	0.980500362	-4.015404628
Q96T60	PNKP	0.083459854	3.332449426	2.639171659	0.035409868	0.980500362	-4.017056999
Q13352-5	ITGB3BP	0.19598349	3.289187269	2.182635963	0.067845116	0.980500362	-4.021264856
Q99755-3	PIP5K1A	-0.082771399	3.31194035	-2.669786488	0.033919491	0.980500362	-4.021414607
Q5TCX8	MAP3K21	-0.198316731	3.334716326	-2.042160207	0.083040442	0.980500362	-4.022942381
Q6WCQ1	MPRIP	0.044416769	3.296581529	3.025220752	0.020748778	0.969021516	-4.023537669
Q9NZQ3-1	NCKIPSD	-0.089663437	3.338923713	-2.563642628	0.039388267	0.980500362	-4.027409931
Q96NT0	CCDC115	0.16089555	3.336873921	2.141299214	0.071999645	0.980500362	-4.029329817
Q9GZU7-1	CTDSP1	0.265154596	3.28597965	2.02949427	0.084568314	0.980500362	-4.029548422
O75410-1	TACC1	-0.088612793	3.305100433	-2.862927263	0.025920724	0.969021516	-4.031367005
O14613	CDC42EP2	-0.139923606	3.319646137	-2.143536969	0.071768285	0.980500362	-4.033830222
Q9NQS7	INCENP	-0.101113059	3.31552889	-2.823021078	0.02739236	0.978130536	-4.035355193
Q9H1E5	TMX4	0.182399486	3.290847514	2.303704438	0.057025785	0.980500362	-4.042702348
Q9BW66-3	CINP	0.122067495	3.332560897	2.336632992	0.05440052	0.980500362	-4.044238868
Q9BRP8	PYM1	-0.13273872	3.325454025	-2.427395976	0.047789715	0.980500362	-4.049782664
P61353	RPL27	-0.074746867	3.296753554	-2.781859452	0.029003543	0.980500362	-4.049849597
O77932	DXO	0.114190579	3.36796292	2.373014754	0.051644047	0.980500362	-4.050068422
P15848	ARSB	0.09297765	3.33833979	2.405636028	0.049294997	0.980500362	-4.050182814
O43324-1	EEF1E1	0.126360304	3.305186306	2.746726003	0.030458161	0.980500362	-4.052863702
O14976	GAK	-0.080129769	3.331163559	-2.856027799	0.026169028	0.969021516	-4.053208112
Q14974	KPNB1	-0.041666395	3.325758816	-3.264221981	0.015045749	0.93631169	-4.053294838
Q03135	CAV1	0.204701883	3.273792832	2.537273702	0.040885113	0.980500362	-4.06049359
P29374-1	ARID4A	0.111397527	3.295868078	2.578816813	0.038552963	0.980500362	-4.061608787
P62805	H4C1	0.295708873	3.359492059	2.504708242	0.04281602	0.980500362	-4.064853579
Q9Y421-1	FAM32A	-0.112083476	3.308283637	-2.224942709	0.063844646	0.980500362	-4.069351027
O95164	UBL3	0.224681582	3.286590292	2.161367942	0.069951411	0.980500362	-4.069491905
P08582-1	MELTF	0.191100686	3.30268267	2.333968396	0.054608264	0.980500362	-4.070635626
Q9H0U9	TSPYL1	0.138120147	3.321147005	2.39786832	0.049844147	0.980500362	-4.078360709
Q96CX2	KCTD12	-0.113994937	3.352719967	-2.308129422	0.056665565	0.980500362	-4.08091652
O60911	CTSV	0.196020523	3.298877189	2.086135771	0.077947145	0.980500362	-4.081949746
Q6ZSJ8	C1orf122	-0.184716131	3.315654432	-2.081535038	0.078464985	0.980500362	-4.082936464
Q9NRH2	SNRK	-0.120260268	3.340169054	-2.177248215	0.068372537	0.980500362	-4.085174104
Q99985	SEMA3C	0.13062248	3.340244261	2.205581317	0.065644785	0.980500362	-4.090215549
P22681	CBL	-0.084164068	3.328757053	-2.733950762	0.031006042	0.980500362	-4.092299664
Q6ZQX7-4	LIAT1	-0.120322657	3.321022145	-2.405305862	0.04931821	0.980500362	-4.093095272
Q8IVD9	NUDCD3	-0.08489702	3.34368727	-2.551596821	0.040064823	0.980500362	-4.093332594
O95858	TSPAN15	0.262972286	3.246541233	1.924428501	0.09837003	0.980500362	-4.093875856
Q13523	PRPF4B	0.067472648	3.296498959	2.937362054	0.023395816	0.969021516	-4.094552105
Q8TCA0-1	LRRC20	0.121850101	3.353569748	2.313571486	0.056225749	0.980500362	-4.098371103
Q8N0X7	SPART	-0.130824906	3.338860871	-2.483252174	0.044139925	0.980500362	-4.102522187
Q7Z6V5-1	ADAT2	-0.13055248	3.329552607	-2.136503403	0.072498023	0.980500362	-4.104699718
Q8N999-1	C12orf29	0.139006694	3.342766279	2.427813019	0.047761335	0.980500362	-4.107385387
Q8WX93-1	PALLD	-0.076033454	3.330588775	-2.738149955	0.030824815	0.980500362	-4.107918156
P61966	AP1S1	-0.173015798	3.324576157	-2.368615977	0.051969528	0.980500362	-4.120084687
Q92820	GGH	0.075254339	3.312453824	2.765686532	0.0296638	0.980500362	-4.122171364
Q13614-1	MTMR2	-0.095125079	3.341531984	-2.563699894	0.039385079	0.980500362	-4.126022132
Q9HAU4	SMURF2	-0.072718013	3.340390309	-2.717859322	0.03171099	0.980500362	-4.130092896
Q9UBS3	DNAJB9	0.172987268	3.308330163	2.008348281	0.087181927	0.980500362	-4.135262368
Q9ULX3	NOB1	-0.106347947	3.340147634	-2.547451498	0.040300445	0.980500362	-4.137089705
Q9C005	DPY30	-0.287811969	3.330222272	-1.904311556	0.101256375	0.980500362	-4.140728992
Q96A37-1	RNF166	-0.208624253	3.336094269	-1.94312386	0.095760486	0.980500362	-4.142057419
Q86UA1	PRPF39	-0.102507348	3.357621608	-2.491314959	0.043637501	0.980500362	-4.14358214
P53794	SLC5A3	0.237919495	3.256097371	2.094906769	0.076969414	0.980500362	-4.146178155
O60927	PPP1R11	-0.137223552	3.350000676	-2.156807124	0.070411655	0.980500362	-4.14628629
Q969J3-1	BORCS5	0.120560534	3.321450334	2.190523434	0.067080426	0.980500362	-4.151886079
Q99952	PTPN18	-0.291333133	3.228084251	-1.857824427	0.108248471	0.980500362	-4.155295436
Q00597	FANCC	-0.200155902	3.347052057	-1.999893626	0.088249307	0.980500362	-4.155523724
Q9HAW0	BRF2	-0.119382786	3.345353811	-2.115422113	0.07473042	0.980500362	-4.156434644
P02765	AHSG	-0.68701896	3.007796312	-2.216221928	0.064649164	0.980500362	-4.157806446
Q7Z494-1	NPHP3	-0.081648659	3.329844102	-2.649023472	0.034922895	0.980500362	-4.159507165
Q9NQX7	ITM2C	0.17903524	3.306985368	2.184209554	0.067691853	0.980500362	-4.164815325
Q7Z3U7-1	MON2	-0.077065046	3.33348325	-2.718483898	0.031683315	0.980500362	-4.165220403
Q9BZL1	UBL5	0.123177864	3.349733122	2.262204772	0.060520454	0.980500362	-4.16951974
P61962	DCAF7	0.097149243	3.347588733	2.450136316	0.046267402	0.980500362	-4.170961723
Q9H8M7-1	MINDY3	-0.142155755	3.355058916	-2.161234698	0.069964814	0.980500362	-4.17172767
Q9UNW1	MINPP1	0.136256732	3.30878222	2.484982104	0.044031622	0.980500362	-4.174349633
Q13751	LAMB3	-0.145727697	3.307189015	-2.528699602	0.041384524	0.980500362	-4.174617611
Q9H6T3	RPAP3	-0.076010747	3.325512478	-2.816185328	0.027653219	0.978130536	-4.17699603
P30046	DDT	0.371112702	3.400483933	2.332091012	0.054755123	0.980500362	-4.183756849
O94817-1	ATG12	-0.175363907	3.36227791	-2.168974609	0.06919057	0.980500362	-4.184860451
Q5HYK3-1	COQ5	0.141321009	3.364923333	2.292952483	0.057910874	0.980500362	-4.18732629
Q9H5K3	POMK	0.109701105	3.308588632	2.325483733	0.055275215	0.980500362	-4.190439117
Q9BYG5	PARD6B	0.092421182	3.332171226	2.405577069	0.049299141	0.980500362	-4.191912377
P08174-7	CD55	0.229257672	3.345865836	2.223936387	0.063936959	0.980500362	-4.197958391
Q96CF2	CHMP4C	-0.097642973	3.34342691	-2.266896548	0.060114612	0.980500362	-4.200953128
Q6P1J9	CDC73	0.078819314	3.3250899	2.732635661	0.031063029	0.980500362	-4.203270496
Q9Y2I1-1	NISCH	-0.075957023	3.331123983	-2.562100664	0.039474201	0.980500362	-4.205142897
Q9BWH6	RPAP1	-0.098697901	3.342861157	-2.453215295	0.046065183	0.980500362	-4.210605665
Q13535	ATR	-0.053779282	3.333064729	-2.859502997	0.026043645	0.969021516	-4.213159151
Q8IY63-1	AMOTL1	0.151689585	3.342582928	2.267091918	0.060097772	0.980500362	-4.219605978
Q6ZS17-4	RIPOR1	-0.140914326	3.344131223	-2.662907955	0.034248505	0.980500362	-4.221350996
Q9HBL7	PLGRKT	0.163250673	3.338866878	2.141215805	0.072008283	0.980500362	-4.224422906
Q96Q45-3	TMEM237	0.351049334	3.236500652	1.821981332	0.113960069	0.980500362	-4.225994055
Q96T51	RUFY1	-0.063160283	3.330886446	-2.843103474	0.026640987	0.969021516	-4.23426157
Q9BVC4	MLST8	0.092743417	3.351839941	2.332091863	0.054755056	0.980500362	-4.234824408
O75506	HSBP1	-0.42241651	3.394946505	-1.895734026	0.102512271	0.980500362	-4.234872694
Q6ZRI6	C15orf39	-0.10880964	3.352222634	-2.133381981	0.072824271	0.980500362	-4.235718129
P10646	TFPI	0.1269106	3.322311889	2.061146104	0.080801773	0.980500362	-4.235777313
Q86UX6	STK32C	-0.141954362	3.34928658	-2.022762086	0.085391805	0.980500362	-4.242309523
Q03013-1	GSTM4	0.365953004	3.446490756	1.902445461	0.101528309	0.980500362	-4.244449603
Q9Y3U8	RPL36	-0.138879972	3.306784068	-2.553709311	0.039945302	0.980500362	-4.244938605
Q9HBH9-1	MKNK2	0.189345497	3.335217207	1.79175905	0.119003018	0.980500362	-4.247056357
P57678	GEMIN4	-0.081991376	3.334478565	-2.683534157	0.033271838	0.980500362	-4.247274497
Q15004-1	PCLAF	-0.08885482	3.311322157	-2.278750592	0.059101579	0.980500362	-4.252855885
Q9UPN3-5	MACF1	-0.134249708	3.354672917	-2.144428891	0.071676279	0.980500362	-4.254501195
Q99962	SH3GL2	-0.122922617	3.336004133	-1.955283493	0.094100067	0.980500362	-4.268189273
Q96PC3-2	AP1S3	-0.231971925	3.33532955	-1.734644999	0.129129089	0.980500362	-4.268863495
Q14207	NPAT	0.130948746	3.292769337	2.573632768	0.038836229	0.980500362	-4.273712168
Q99569	PKP4	0.275107326	3.194099449	1.747376631	0.126802314	0.980500362	-4.273820234
Q8NC69	KCTD6	0.220728032	3.331499887	1.858248077	0.108182663	0.980500362	-4.275322737
Q6XUX3-1	DSTYK	-0.193456902	3.357614928	-1.806195144	0.116567727	0.980500362	-4.276779828
Q8NHZ8	CDC26	-0.250527487	3.19508164	-2.032514814	0.084201419	0.980500362	-4.277799068
Q9UHN6-1	CEMIP2	0.124582708	3.30208166	2.364769388	0.052255884	0.980500362	-4.280626011
Q9NQY0-1	BIN3	-0.099211653	3.343635775	-2.494100199	0.043465327	0.980500362	-4.280910484
Q9UKT4	FBXO5	0.122059283	3.330664728	2.322812526	0.055486918	0.980500362	-4.282976789
Q9BQ87	TBL1Y	-0.903592777	3.340081689	-1.698025376	0.136052057	0.980500362	-4.28419576
Q9BUP3-3	HTATIP2	0.084419036	3.318600094	2.610188658	0.036884268	0.980500362	-4.28537272
Q8WZ42-12	TTN	0.174483752	3.304970723	1.763204614	0.123965893	0.980500362	-4.28604131
P78318	IGBP1	-0.134057599	3.348543176	-2.26601432	0.060190712	0.980500362	-4.288346901
P41247-1	PNPLA4	0.260634882	3.408272396	1.93973453	0.096228448	0.980500362	-4.288899602
Q5T9L3-2	WLS	0.181256309	3.289877709	2.096673511	0.076773967	0.980500362	-4.290839727
O75356	ENTPD5	0.127219488	3.332704275	2.017923906	0.085988558	0.980500362	-4.292972932
Q9Y232-1	CDYL	0.140534435	3.273050348	2.502282371	0.042963609	0.980500362	-4.296019315
P20674	COX5A	-0.330823622	3.297210767	-2.1725932	0.068831577	0.980500362	-4.297036469
Q12766-1	HMGXB3	-0.534606159	3.356775844	-1.822937601	0.113803942	0.980500362	-4.298941141
P51970	NDUFA8	0.124032383	3.344789338	2.21433286	0.064824792	0.980500362	-4.299743759
Q8NFU5	IPMK	0.211764067	3.355544004	1.744209769	0.127377279	0.980500362	-4.301424835
Q9BWT7	CARD10	-0.09418009	3.329196504	-2.155628483	0.070531092	0.980500362	-4.303196051
Q9Y2K2-4	SIK3	-0.26164217	3.304746741	-1.672381806	0.141109566	0.980500362	-4.303235191
O43427	FIBP	0.173591548	3.365601574	2.404034936	0.049407674	0.980500362	-4.305143343
Q14493-1	SLBP	-0.122311721	3.35056805	-2.282922718	0.058749205	0.980500362	-4.307758712
Q9UBS0	RPS6KB2	-0.132273939	3.342082113	-1.993050861	0.089122707	0.980500362	-4.307969577
Q53GQ0	HSD17B12	0.098319363	3.276679459	2.576186519	0.038696416	0.980500362	-4.319606993
P16383-1	GCFC2	-0.12131523	3.339872661	-2.472409047	0.044825105	0.980500362	-4.321341997
Q9P2Q2	FRMD4A	-0.086476827	3.328838765	-2.370498165	0.05183	0.980500362	-4.321844888
Q9BZX2-1	UCK2	-0.139781641	3.36025755	-2.204518824	0.065745053	0.980500362	-4.322599372
Q8N0T1	RBIS	-0.102669242	3.33000777	-2.357055922	0.052835018	0.980500362	-4.322696171
Q9P086	MED11	-0.192775708	3.337003717	-1.84212221	0.110715391	0.980500362	-4.323887784
Q9UHQ4-2	BCAP29	0.237206971	3.250874546	2.370398785	0.051837357	0.980500362	-4.324533786
P35268	RPL22	-0.131500633	3.316827487	-2.412292503	0.048829385	0.980500362	-4.325008064
Q9UDY2	TJP2	-0.04414441	3.317357704	-2.795607486	0.028454515	0.978130536	-4.325656157
Q9Y6B6	SAR1B	-0.141238003	3.353129295	-1.94805035	0.0950843	0.980500362	-4.327592002
Q6AWC2-6	WWC2	-0.068769445	3.342084602	-2.648429574	0.034952051	0.980500362	-4.328307573
Q15173	PPP2R5B	-0.120874731	3.321010733	-1.919969327	0.099002747	0.980500362	-4.329366561
Q96M94	KLHL15	0.111294891	3.306152638	2.14258983	0.071866117	0.980500362	-4.329956732
P78317	RNF4	-0.227636276	3.392184395	-1.661243634	0.143361544	0.980500362	-4.331838998
O95149	SNUPN	0.096965726	3.34577747	2.19730965	0.06642951	0.980500362	-4.337339894
Q8IYB7	DIS3L2	-0.065552494	3.342809855	-2.62014216	0.03637079	0.980500362	-4.340990575
Q8N3J2	METTL4	0.179977495	3.330613328	1.689488941	0.137716145	0.980500362	-4.341402766
Q13619-1	CUL4A	-0.052002045	3.323582772	-2.690389424	0.032953763	0.980500362	-4.342138958
Q9UH03-1	SEPTIN3	0.150904388	3.261792054	1.888102987	0.103642445	0.980500362	-4.342393213
Q66PJ3-1	ARL6IP4	-0.11104211	3.318365343	-2.060825474	0.080839073	0.980500362	-4.34742031
Q16236	NFE2L2	0.138074665	3.303110928	1.830143686	0.112634106	0.980500362	-4.349535028
Q13795	ARFRP1	0.123569961	3.321617106	2.101386117	0.076255071	0.980500362	-4.350655315
Q1ZZU3	SWI5	-0.14325098	3.355533838	-1.852488749	0.109080656	0.980500362	-4.35269555
Q5HYI8	RABL3	0.11347418	3.317058794	2.141077773	0.072022581	0.980500362	-4.353717845
Q9H633-2	RPP21	-0.178140222	3.340802381	-1.857590346	0.108284849	0.980500362	-4.354217678
P56211	ARPP19	-0.271348142	3.264461162	-2.06022488	0.080908988	0.980500362	-4.354663483
O75575-1	CRCP	-0.21108932	3.288224752	-1.881200216	0.104675295	0.980500362	-4.35474226
Q3KRA6	C2orf76	0.1184487	3.354423519	1.912637676	0.100051775	0.980500362	-4.356037835
Q9UBR2	CTSZ	0.07744563	3.32813213	2.421488296	0.048193623	0.980500362	-4.358395894
Q8IU60	DCP2	0.112562723	3.314231928	2.202568091	0.06592955	0.980500362	-4.359221679
O15050	TRANK1	-0.212545019	3.303140937	-1.688243992	0.137960451	0.980500362	-4.359523536
Q9NWM3-1	CUEDC1	-0.401392441	3.374879688	-1.6065959	0.154912133	0.980500362	-4.359631807
Q9Y4Z0	LSM 4.00	0.082757604	3.317326592	2.366262787	0.052144517	0.980500362	-4.365517931
O43143	DHX15	0.050682137	3.322594808	2.908595854	0.024339072	0.969021516	-4.36768406
Q06136	KDSR	0.156514528	3.282075761	2.208337796	0.065385379	0.980500362	-4.368426728
P46087-4	NOP2	-0.061859783	3.282028195	-2.676569525	0.033598299	0.980500362	-4.369499832
Q7Z3B1	NEGR1	0.227077349	3.270588429	1.616421004	0.152772756	0.980500362	-4.370414605
Q6YHU6	THADA	-0.073636243	3.328616177	-2.692204668	0.032870076	0.980500362	-4.370852309
Q6ICB0	DESI1	0.126644551	3.395981462	1.968204627	0.092366902	0.980500362	-4.370873794
Q9H3U1	UNC45A	-0.059326508	3.335755076	-2.704341677	0.032316252	0.980500362	-4.373115632
P15882	CHN1	0.103788876	3.338720942	1.992293423	0.089219912	0.980500362	-4.37585461
Q9BRS2	RIOK1	-0.073450805	3.33368944	-2.416267545	0.048553508	0.980500362	-4.379579132
Q86W42	THOC6	0.12994838	3.345373433	2.321463029	0.055594186	0.980500362	-4.380819046
Q15043	SLC39A14	0.182753922	3.2710504	2.237366318	0.062716109	0.980500362	-4.383750132
P06756	ITGAV	0.160772898	3.298037426	2.565524212	0.03928367	0.980500362	-4.388469153
Q9NZJ4-1	SACS	-0.052479272	3.336072479	-2.956915407	0.02277696	0.969021516	-4.39050278
Q969M1	TOMM40L	-1.053019935	3.214783205	-1.587337378	0.15918746	0.980500362	-4.390735359
Q12986	NFX1	-0.071350553	3.312018132	-2.409669625	0.049012306	0.980500362	-4.394111548
Q9NPF0	CD320	0.155000375	3.274213258	2.16774061	0.069313426	0.980500362	-4.394590211
Q5TGY1	TMCO4	-0.125196445	3.350162067	-1.882495353	0.104480739	0.980500362	-4.395240771
Q5JPI9	EEF1AKMT2	0.126739769	3.374295455	2.010266864	0.086941507	0.980500362	-4.395334211
Q8N5Y8-3	PARP16	0.183935897	3.291028282	1.844008147	0.110416222	0.980500362	-4.39656942
P61587	RND3	-0.102973364	3.332936844	-2.115751828	0.074694977	0.980500362	-4.399018694
Q96B36-3	AKT1S1	-0.187815347	3.277411631	-2.025115946	0.085102971	0.980500362	-4.40218568
Q96SW2-1	CRBN	0.106342103	3.339255802	2.172405509	0.068850151	0.980500362	-4.404489765
Q9BSK4	FEM1A	-0.171077707	3.374190483	-1.671605157	0.141265497	0.980500362	-4.405194384
